lag1,lag2,lag3,lag4,lag5,vol_moy_5j,vol_moy_10j,vol_moy_20j
0.0008182156016118824,-0.0005033428315073252,0.00023597113613504916,-0.001831681584008038,-0.0010709764901548624,-0.0010442482307553291,0.0003561403718777001,-0.0028907388914376497
0.0004118192882742733,0.0007772691315039992,-0.004999842960387468,-0.00016482792852912098,0.0007256093085743487,-0.0009275150950998068,-0.0002438356023048982,-0.0023482805117964745
-0.0027666010428220034,-0.0008079312974587083,-0.0021118451841175556,-0.0009295581257902086,-0.00018482687301002443,0.0017268715891987085,0.0005778855411335826,-0.0037646652199327946
0.002867650706321001,-0.0010594333289191127,0.0002771431754808873,-0.00042687993845902383,-0.0007471924182027578,-0.0015389195177704096,-0.0013103426899760962,0.00032995277433656156
-0.0012653274461627007,-0.0009250978473573923,-0.00312956515699625,0.0002482643467374146,-0.0002865746500901878,-0.0006391599890775979,-0.0007760381558910012,-0.0009203073568642139
0.003673229832202196,-0.001398597494699061,0.002352870535105467,-0.0002650282403919846,0.0013825595378875732,-0.0033261897042393684,0.0014947459567338228,0.0016049776459112763
-0.0030894530937075615,-0.001014668378047645,-0.002123335376381874,-0.000523376336786896,-0.0009973753476515412,-0.0004186716687399894,-0.0014765140367671847,-0.0007480123895220459
-0.0023890347220003605,-0.0005440725944936275,0.00040478043956682086,-0.0006393349030986428,0.0001523266691947356,0.0015887225745245814,-0.0012062526075169444,-0.0008119456470012665
-0.0010671843774616718,0.0007907277322374284,-0.0036140051670372486,-0.0003615757741499692,-0.0004296867991797626,0.0016201571561396122,-0.002581697888672352,-0.0007994118495844305
-0.004624985624104738,3.8672703794873087e-07,-0.002358384197577834,-0.00044044197420589626,0.0002982172300107777,0.004826979711651802,0.00026054150657728314,-0.0034932696726173162
0.000578408595174551,-0.0018001938005909324,-0.0007837246521376073,-0.002020220970734954,0.0014725211076438427,-0.000770860817283392,-0.0027545772027224302,-0.003996464889496565
0.001340367365628481,-0.001216475386172533,-0.00663774972781539,0.0006158260512165725,0.0012391222408041358,-0.0005639331648126245,-0.0011957586975768209,-0.004935094621032476
-0.004167392384260893,-0.0001838704338297248,-0.0006944997585378587,-8.342361252289265e-05,-0.0005187444621697068,-0.00029849138809368014,-0.0013500020140781999,-0.006073038559406996
-0.0036004672292619944,-0.0011874233605340123,0.0004013812285847962,6.629339623032138e-05,-0.0014059834647923708,-0.0001396913139615208,-0.00436852453276515,-0.006085644476115704
-0.0027771848253905773,-0.0005952425999566913,-0.002819852903485298,-0.0006668490823358297,-0.0006028293864801526,-0.000679863034747541,-0.0036088558845221996,-0.0056772055104374886
-0.004786505829542875,-7.92783703218447e-06,-0.0015044918982312083,-0.0014187386259436607,0.00041053909808397293,0.002349160611629486,-0.0019668343011289835,-0.009739125147461891
-0.0004705515457317233,-0.0026669525541365147,-0.002555031795054674,-0.0008098101825453341,-0.0003031976521015167,-0.0007577575743198395,-0.004715678282082081,-0.007744991686195135
-0.003563119564205408,-0.0007034885347820818,-0.0021048092748969793,-0.0005059897666797042,-0.0008701771730557084,-0.0006706714048050344,-0.0033281997311860323,-0.005089764017611742
-0.0028864722698926926,-0.002333421492949128,-7.013995491433889e-05,-0.0016140001825988293,-0.0015565609792247415,-0.0009222195367328823,-0.003891157219186425,-0.005296109244227409
-0.002518127905204892,-0.00046240014489740133,-0.002303107175976038,-0.00012450854410417378,-0.0015474357642233372,-0.0010510102147236466,-0.003773700213059783,-0.0038419642951339483
-0.001899479073472321,-0.000921598810236901,-0.001427434734068811,-0.001489905989728868,-0.00021024355373810977,-0.00017479494272265583,-0.004184743855148554,-0.006089931819587946
-0.0007028106483630836,-0.0011852507013827562,-0.0015032748924568295,-0.000775051536038518,-0.0015417118556797504,-0.0008439842495135963,-0.005454286467283964,-0.005818748380988836
-0.0027556782588362694,-0.0008020862005650997,-0.0016588271828368306,-0.001099324319511652,-0.0014079393586143851,-0.000374915573047474,-0.005177713464945555,-0.006400659680366516
-0.00383901153691113,-0.0017904664855450392,-0.0008963969885371625,-0.0013145356206223369,-0.001532702473923564,0.00021597648446913809,-0.005798601545393467,-0.007342529483139515
-0.002515128580853343,-0.0011026270221918821,-0.001423809677362442,-0.00044598375097848475,-0.0010678083635866642,-0.00021529530931729823,-0.005852993112057447,-0.006577816791832447
-0.0014437012141570449,-0.0011464356211945415,-0.001963790273293853,-0.0009250526200048625,-0.0008846750133670866,-0.00015455389802809805,-0.005170782096683979,-0.00807584635913372
-0.00021713488968089223,-0.0013665925944224,-0.0018438611878082156,-0.0010496180038899183,-0.0012066568015143275,-0.0006753343623131514,-0.005683322437107563,-0.00795512180775404
-0.0015194356674328446,-0.0003648602869361639,-0.0018177449237555265,-0.000539990549441427,-0.0013517418410629034,-0.00035438116174191236,-0.0049104830250144005,-0.007684237323701382
0.0012116607977077365,-0.0007807051297277212,-0.0004808537196367979,-0.001430889475159347,-0.0004846867814194411,-0.0007662110729143023,-0.0055963522754609585,-0.009357549250125885
-1.1148570592922624e-05,-0.0006739517557434738,-0.0024777844082564116,-0.0001500066282460466,-0.0017461482202634215,-0.001703206798993051,-0.001878979499451816,-0.006981028243899345
